UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin
200397,35.7901181,-78.7744617,Low Clearance,Cary,NC,27511,LCX,,unmarked height clearance,low_unk_pushpin
200398,35.224475,-80.841999,Low Clearance,Charlotte,NC,28202,LCX,,unmarked height clearance,low_unk_pushpin
200399,35.241126,-80.85064100000001,Low Clearance,Charlotte,NC,28202,LCX,,unmarked height clearance,low_unk_pushpin
200400,35.1529099,-80.8774672,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200401,35.22506,-80.924725,Low Clearance,Charlotte,NC,28208,LCX,,unmarked height clearance,low_unk_pushpin
200402,35.2236799,-80.8429978,Low Clearance,Charlotte,NC,28202,LCX,,unmarked height clearance,low_unk_pushpin
200403,35.13773270000001,-80.8766625,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200404,35.221609,-80.84643100000001,Low Clearance,Charlotte,NC,28202,LCX,,unmarked height clearance,low_unk_pushpin
200405,35.2252707,-80.8407021,Low Clearance,Charlotte,NC,28202,LCX,,unmarked height clearance,low_unk_pushpin
200406,35.1779962,-80.8790172,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200407,35.288357399999995,-80.72917740000001,Low Clearance,Charlotte,NC,28213,LCX,,unmarked height clearance,low_unk_pushpin
200408,35.2466271,-80.85425450000001,Low Clearance,Charlotte,NC,28216,LCX,,unmarked height clearance,low_unk_pushpin
200409,35.102781799999995,-80.88236090000001,Low Clearance,Charlotte,NC,28273,LCX,,unmarked height clearance,low_unk_pushpin
200410,35.163041899999996,-80.87737059999999,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200411,35.2204726,-80.8484358,Low Clearance,Charlotte,NC,28202,LCX,,unmarked height clearance,low_unk_pushpin
200412,35.3121292,-80.70717540000001,Low Clearance,Charlotte,NC,28213,LCX,,unmarked height clearance,low_unk_pushpin
200413,35.2221994,-80.8680085,Low Clearance,Charlotte,NC,28208,LCX,,unmarked height clearance,low_unk_pushpin
200414,35.1747682,-80.88639640000001,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200415,35.10883079999999,-80.9282661,Low Clearance,Charlotte,NC,28273,LCX,,unmarked height clearance,low_unk_pushpin
200416,35.27668189999999,-80.809024,Low Clearance,Charlotte,NC,28206,LCX,,unmarked height clearance,low_unk_pushpin
200417,35.225381,-80.929158,Low Clearance,Charlotte,NC,28208,LCX,,unmarked height clearance,low_unk_pushpin
200418,35.2042813,-80.80687929999999,Low Clearance,Charlotte,NC,28205,LCX,,unmarked height clearance,low_unk_pushpin
200419,35.150526,-80.745834,Low Clearance,Charlotte,NC,28212,LCX,,unmarked height clearance,low_unk_pushpin
200420,35.165454100000005,-80.87727509999999,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200421,35.1654275,-80.88042829999999,Low Clearance,Charlotte,NC,28217,LCX,,unmarked height clearance,low_unk_pushpin
200422,35.335227200000006,-80.82413220000001,Low Clearance,Charlotte,NC,28269,LCX,,unmarked height clearance,low_unk_pushpin
200423,35.6638782,-78.4714747,Low Clearance,Clayton,NC,27520,LCX,,unmarked height clearance,low_unk_pushpin
200424,35.726723,-80.64169100000001,Low Clearance,Cleveland,NC,27013,LCX,,ns unknown height clearance,low_unk_pushpin
200425,35.7183079,-80.6441025,Low Clearance,Cleveland,NC,27013,LCX,,unmarked height clearance,low_unk_pushpin
200426,35.444982200000005,-80.6124915,Low Clearance,Concord,NC,28025,LCX,,unmarked height clearance,low_unk_pushpin
200427,35.7409422,-81.52059090000002,Low Clearance,Connelly Springs,NC,28612,LCX,,unmarked height clearance,low_unk_pushpin
200428,35.713655700000004,-81.2295638,Low Clearance,Conover,NC,28613,LCX,,unmarked height clearance,low_unk_pushpin
200429,35.68748,-81.198498,Low Clearance,Conover,NC,28613,LCX,,unmarked height clearance,low_unk_pushpin
200430,36.015046000000005,-78.93603900000001,Low Clearance,Durham,NC,27705,LCX,,unmarked height clearance,low_unk_pushpin
200431,35.891425,-78.84996269999999,Low Clearance,Durham,NC,27703,LCX,,unmarked height clearance,low_unk_pushpin
200432,35.883182,-78.851427,Low Clearance,Durham,NC,27709,LCX,,unmarked height clearance,low_unk_pushpin
200433,35.924726,-78.852412,Low Clearance,Durham,NC,27713,LCX,,unmarked height clearance,low_unk_pushpin
200434,36.01849,-78.950013,Low Clearance,Durham,NC,27705,LCX,,unmarked height clearance,low_unk_pushpin
200435,36.0763118,-79.1560705,Low Clearance,Efland,NC,27243,LCX,,unmarked height clearance,low_unk_pushpin
200436,35.138558,-78.95080300000001,Low Clearance,Fayetteville,NC,28311,LCX,,unmarked height clearance,low_unk_pushpin
200437,36.101420000000005,-78.45688299999999,Low Clearance,Franklinton,NC,27525,LCX,,unmarked height clearance,low_unk_pushpin
200438,35.598285,-78.75675799999999,Low Clearance,Fuquay Varina,NC,27526,LCX,,unmarked height clearance,low_unk_pushpin
200439,35.699506,-78.579798,Low Clearance,Garner,NC,27529,LCX,,unmarked height clearance,low_unk_pushpin
200440,35.276845200000004,-81.2293348,Low Clearance,Gastonia,NC,28052,LCX,,unmarked height clearance,low_unk_pushpin
200441,35.272271999999994,-81.158762,Low Clearance,Gastonia,NC,28054,LCX,,unmarked height clearance,low_unk_pushpin
200442,36.087737,-79.370352,Low Clearance,Graham,NC,27253,LCX,,unmarked height clearance,low_unk_pushpin
200443,36.029329,-79.8861,Low Clearance,Greensboro,NC,27407,LCX,,unmarked height clearance,low_unk_pushpin
200444,36.056605,-79.855239,Low Clearance,Greensboro,NC,27407,LCX,,unmarked height clearance,low_unk_pushpin
200445,36.087058,-79.699773,Low Clearance,Greensboro,NC,27405,LCX,,unmarked height clearance,low_unk_pushpin
200446,36.059707,-79.842795,Low Clearance,Greensboro,NC,27407,LCX,,unmarked height clearance,low_unk_pushpin
200447,36.072604999999996,-79.766276,Low Clearance,Greensboro,NC,27401,LCX,,unmarked height clearance,low_unk_pushpin
200448,36.061839,-79.860454,Low Clearance,Greensboro,NC,27407,LCX,,unmarked height clearance,low_unk_pushpin
200449,35.601263,-77.39108900000001,Low Clearance,Greenville,NC,27834,LCX,,unmarked height clearance,low_unk_pushpin
200450,35.599852,-77.370671,Low Clearance,Greenville,NC,27858,LCX,,unmarked height clearance,low_unk_pushpin
200451,34.909814000000004,-79.68132,Low Clearance,Hamlet,NC,28345,LCX,,ns unknown height clearance,low_unk_pushpin
200452,34.879135999999995,-79.692933,Low Clearance,Hamlet,NC,28345,LCX,,unmarked height clearance,low_unk_pushpin
200453,35.736267,-81.324591,Low Clearance,Hickory,NC,28602,LCX,,unmarked height clearance,low_unk_pushpin
200454,35.732209000000005,-81.291228,Low Clearance,Hickory,NC,28601,LCX,,unmarked height clearance,low_unk_pushpin
200455,35.732415,-81.33411600000001,Low Clearance,Hickory,NC,28602,LCX,,unmarked height clearance,low_unk_pushpin
200456,35.7309906,-81.36456679999999,Low Clearance,Hickory,NC,28602,LCX,,unmarked height clearance,low_unk_pushpin
200457,35.93039,-80.03383659999999,Low Clearance,High Point,NC,27260,LCX,,unmarked height clearance,low_unk_pushpin
200458,36.072525,-79.12921300000001,Low Clearance,Hillsborough,NC,27278,LCX,,ns unknown height clearance,low_unk_pushpin
200459,35.997245,-79.92539599999999,Low Clearance,Jamestown,NC,27282,LCX,,unmarked height clearance,low_unk_pushpin
200460,35.488847,-80.627174,Low Clearance,Kannapolis,NC,28081,LCX,,unmarked height clearance,low_unk_pushpin
200461,35.5046473,-80.61872199999999,Low Clearance,Kannapolis,NC,28083,LCX,,unmarked height clearance,low_unk_pushpin
200462,35.249619,-81.335603,Low Clearance,Kings Mountain,NC,28086,LCX,,unmarked height clearance,low_unk_pushpin
200463,36.168561,-78.445387,Low Clearance,Kittrell,NC,27544,LCX,,ns unknown height clearance,low_unk_pushpin
200464,35.780259,-80.26051899999999,Low Clearance,Lexington,NC,27292,LCX,,unmarked height clearance,low_unk_pushpin
200465,35.887755600000006,-80.25067359999998,Low Clearance,Lexington,NC,27295,LCX,,unmarked height clearance,low_unk_pushpin
200466,35.8729917,-80.2489809,Low Clearance,Lexington,NC,27295,LCX,,unmarked height clearance,low_unk_pushpin
200467,34.936045,-79.893816,Low Clearance,Lilesville,NC,28091,LCX,,unmarked height clearance,low_unk_pushpin
200468,35.477139,-81.22924300000001,Low Clearance,Lincolnton,NC,28092,LCX,,unmarked height clearance,low_unk_pushpin
200469,35.260914,-81.09894200000001,Low Clearance,Lowell,NC,28098,LCX,,unmarked height clearance,low_unk_pushpin
200470,35.698004,-81.98195799999999,Low Clearance,Marion,NC,28752,LCX,,unmarked height clearance,low_unk_pushpin
200471,35.878293,-81.940228,Low Clearance,Marion,NC,28752,LCX,,unmarked height clearance,low_unk_pushpin
200472,35.546065999999996,-81.955794,Low Clearance,Marion,NC,28752,LCX,,ns unknown height clearance,low_unk_pushpin
200473,35.719556,-81.990892,Low Clearance,Marion,NC,28752,LCX,,unmarked height clearance,low_unk_pushpin
200474,35.471308,-82.518574,Low Clearance,Mills River,NC,28759,LCX,,unmarked height clearance,low_unk_pushpin
200475,35.219013000000004,-80.648764,Low Clearance,Mint Hill,NC,28227,LCX,,unmarked height clearance,low_unk_pushpin
200476,35.192389899999995,-81.8413948,Low Clearance,Mooresboro,NC,28114,LCX,,unmarked height clearance,low_unk_pushpin
200477,35.213547999999996,-80.02283299999999,Low Clearance,Mt Gilead,NC,27306,LCX,,unmarked height clearance,low_unk_pushpin
200478,35.29274,-79.966849,Low Clearance,Mt Gilead,NC,27306,LCX,,unmarked height clearance,low_unk_pushpin
200479,35.2976032,-81.0059894,Low Clearance,Mt Holly,NC,28120,LCX,,unmarked height clearance,low_unk_pushpin
200480,35.296965,-81.01254200000001,Low Clearance,Mt Holly,NC,28120,LCX,,unmarked height clearance,low_unk_pushpin
200481,35.359173,-80.983233,Low Clearance,Mt Holly,NC,28120,LCX,,unmarked height clearance,low_unk_pushpin
200482,35.68202,-81.216774,Low Clearance,Newton,NC,28658,LCX,,unmarked height clearance,low_unk_pushpin
200483,35.228095,-80.15100699999999,Low Clearance,Norwood,NC,28128,LCX,,unmarked height clearance,low_unk_pushpin
200484,35.23044,-80.27051800000001,Low Clearance,Oakboro,NC,28129,LCX,,unmarked height clearance,low_unk_pushpin
200485,35.648844,-82.238805,Low Clearance,Old Fort,NC,28762,LCX,,ns unknown height clearance,low_unk_pushpin
200486,35.653434000000004,-82.245869,Low Clearance,Old Fort,NC,28762,LCX,,ns unknown height clearance,low_unk_pushpin
200487,36.484800299999996,-79.4876704,Low Clearance,Pelham,NC,27311,LCX,,unmarked height clearance,low_unk_pushpin
200488,35.102030400000004,-80.88261240000001,Low Clearance,Pineville,NC,28134,LCX,,unmarked height clearance,low_unk_pushpin
200489,36.514478999999994,-79.46946899999999,Low Clearance,Providence,NC,27315,LCX,,unmarked height clearance,low_unk_pushpin
200490,35.855813399999995,-78.6002286,Low Clearance,Raleigh,NC,27616,LCX,,unmarked height clearance,low_unk_pushpin
200491,35.801770700000006,-78.62688659999999,Low Clearance,Raleigh,NC,27604,LCX,,unmarked height clearance,low_unk_pushpin
200492,35.786609000000006,-78.674798,Low Clearance,Raleigh,NC,27607,LCX,,unmarked height clearance,low_unk_pushpin
200493,35.817648999999996,-78.617666,Low Clearance,Raleigh,NC,27609,LCX,,unmarked height clearance,low_unk_pushpin
200494,35.813533,-78.61989200000001,Low Clearance,Raleigh,NC,27608,LCX,,unmarked height clearance,low_unk_pushpin
200495,35.769172,-78.64090300000001,Low Clearance,Raleigh,NC,27601,LCX,,unmarked height clearance,low_unk_pushpin
200496,35.771692,-78.642829,Low Clearance,Raleigh,NC,27601,LCX,,unmarked height clearance,low_unk_pushpin
200497,35.755771,-78.657237,Low Clearance,Raleigh,NC,27603,LCX,,unmarked height clearance,low_unk_pushpin
200498,35.773076,-78.643976,Low Clearance,Raleigh,NC,27601,LCX,,unmarked height clearance,low_unk_pushpin
200499,35.8599271,-78.59734329999999,Low Clearance,Raleigh,NC,27609,LCX,,unmarked height clearance,low_unk_pushpin
200500,35.789609000000006,-78.74718100000001,Low Clearance,Raleigh,NC,27607,LCX,,unmarked height clearance,low_unk_pushpin
200501,35.786234,-78.64615699999999,Low Clearance,Raleigh,NC,27603,LCX,,unmarked height clearance,low_unk_pushpin
200502,35.787269,-78.646019,Low Clearance,Raleigh,NC,27603,LCX,,unmarked height clearance,low_unk_pushpin
200503,35.78488,-78.64622,Low Clearance,Raleigh,NC,27603,LCX,,unmarked height clearance,low_unk_pushpin
200504,35.7967146,-78.64250140000001,Low Clearance,Raleigh,NC,27607,LCX,,unmarked height clearance,low_unk_pushpin
200505,35.804499,-78.62526899999999,Low Clearance,Raleigh,NC,27603,LCX,,unmarked height clearance,low_unk_pushpin
200506,35.774283000000004,-78.656051,Low Clearance,Raleigh,NC,27603,LCX,,unmarked height clearance,low_unk_pushpin
200507,36.3766554,-79.6563877,Low Clearance,Reidsville,NC,27320,LCX,,unmarked height clearance,low_unk_pushpin
200508,36.433743,-79.5727,Low Clearance,Reidsville,NC,27320,LCX,,unmarked height clearance,low_unk_pushpin
200509,35.65058,-80.498038,Low Clearance,Salisbury,NC,28144,LCX,,unmarked height clearance,low_unk_pushpin
200510,35.661479,-80.47479399999999,Low Clearance,Salisbury,NC,28144,LCX,,unmarked height clearance,low_unk_pushpin
200511,35.676413000000004,-80.47972800000001,Low Clearance,Salisbury,NC,28144,LCX,,unmarked height clearance,low_unk_pushpin
200512,35.2344838,-82.3919566,Low Clearance,Saluda,NC,28773,LCX,,unmarked height clearance,low_unk_pushpin
200513,35.5411239,-79.1712723,Low Clearance,Sanford,NC,27330,LCX,,unmarked height clearance,low_unk_pushpin
200514,35.472894000000004,-79.17648,Low Clearance,Sanford,NC,27330,LCX,,unmarked height clearance,low_unk_pushpin
200515,35.327839000000004,-81.47679699999999,Low Clearance,Shelby,NC,28150,LCX,,unmarked high height clearance,low_unk_pushpin
200516,35.297999,-81.535031,Low Clearance,Shelby,NC,28150,LCX,,unmarked height clearance,low_unk_pushpin
200517,35.4042429,-79.7691262,Low Clearance,Star,NC,27356,LCX,,unmarked height clearance,low_unk_pushpin
200518,35.794734999999996,-80.93244990000001,Low Clearance,Statesville,NC,28677,LCX,,unmarked height clearance,low_unk_pushpin
200519,36.532499,-79.9138791,Low Clearance,Stoneville,NC,27048,LCX,,unmarked height clearance,low_unk_pushpin
200520,35.886315,-80.073778,Low Clearance,Thomasville,NC,27360,LCX,,unmarked height clearance,low_unk_pushpin
200521,36.194427000000005,-80.162428,Low Clearance,Walkertown,NC,27051,LCX,,unmarked height clearance,low_unk_pushpin
200522,36.4286463,-77.5967394,Low Clearance,Weldon,NC,27890,LCX,,unmarked height clearance,low_unk_pushpin
200523,36.427971,-77.597738,Low Clearance,Weldon,NC,27890,LCX,,unmarked height clearance,low_unk_pushpin
200524,36.09812,-80.26785749999999,Low Clearance,Winston-Salem,NC,27103,LCX,,unmarked height clearance,low_unk_pushpin
200525,36.066135700000004,-80.30764140000001,Low Clearance,Winston-Salem,NC,27103,LCX,,unmarked height clearance,low_unk_pushpin
200526,36.062482200000005,-80.22918840000001,Low Clearance,Winston-Salem,NC,27107,LCX,,unmarked height clearance,low_unk_pushpin
200527,36.0818649,-80.2300605,Low Clearance,Winston-Salem,NC,27127,LCX,,unmarked height clearance,low_unk_pushpin
200528,36.0928789,-80.2314485,Low Clearance,Winston-Salem,NC,27101,LCX,,unmarked height clearance,low_unk_pushpin
200529,36.1067209,-80.25090329999999,Low Clearance,Winston-Salem,NC,27101,LCX,,unmarked height clearance,low_unk_pushpin
200530,36.104854700000004,-80.25753900000001,Low Clearance,Winston-Salem,NC,27101,LCX,,unmarked height clearance,low_unk_pushpin
200531,36.0924693,-80.23395500000001,Low Clearance,Winston-Salem,NC,27101,LCX,,unmarked height clearance,low_unk_pushpin
200532,36.0783035,-80.3006693,Low Clearance,Winston-Salem,NC,27103,LCX,,unmarked height clearance,low_unk_pushpin
200533,35.228235999999995,-82.405457,Low Clearance,Zirconia,NC,28790,LCX,,ns unknown height clearance,low_unk_pushpin
200534,42.415982,-96.850031,Low Clearance,Allen,NE,68710,LCX,,ns unknown height clearance,low_unk_pushpin
200535,42.418558000000004,-96.90108199999999,Low Clearance,Allen,NE,68710,LCX,,ns unknown height clearance,low_unk_pushpin
200536,42.418048999999996,-96.842481,Low Clearance,Allen,NE,68710,LCX,,unmarked height clearance,low_unk_pushpin
200537,41.551056,-96.105407,Low Clearance,Blair,NE,68008,LCX,,unmarked height clearance,low_unk_pushpin
200538,41.714065000000005,-103.108362,Low Clearance,Bridgeport,NE,69336,LCX,,ns unknown height clearance,low_unk_pushpin
200539,42.68673,-103.410279,Low Clearance,Crawford,NE,69339,LCX,,unmarked height clearance,low_unk_pushpin
200540,41.822178,-100.100999,Low Clearance,Dunning,NE,68833,LCX,,unmarked height clearance,low_unk_pushpin
200541,40.936045,-98.339875,Low Clearance,Grand Island,NE,68801,LCX,,unmarked height clearance,low_unk_pushpin
200542,40.930856,-98.336036,Low Clearance,Grand Island,NE,68801,LCX,,unmarked height clearance,low_unk_pushpin
200543,40.927503,-98.333196,Low Clearance,Grand Island,NE,68801,LCX,,unmarked height clearance,low_unk_pushpin
200544,40.582497,-98.344585,Low Clearance,Hastings,NE,68901,LCX,,unmarked height clearance,low_unk_pushpin
200545,40.768113,-96.682764,Low Clearance,Lincoln,NE,68512,LCX,,unmarked height clearance,low_unk_pushpin
200546,40.98884,-98.010538,Low Clearance,Marquette,NE,68854,LCX,,ns unknown height clearance,low_unk_pushpin
200547,40.774104,-97.04468,Low Clearance,Milford,NE,68405,LCX,,unmarked height clearance,low_unk_pushpin
200548,40.774291999999996,-96.97814,Low Clearance,Milford,NE,68405,LCX,,unmarked height clearance,low_unk_pushpin
200549,40.773824,-97.028684,Low Clearance,Milford,NE,68405,LCX,,unmarked height clearance,low_unk_pushpin
200550,40.504725,-98.942226,Low Clearance,Minden,NE,68959,LCX,,unmarked low height clearance,low_unk_pushpin
200551,41.966190999999995,-103.980819,Low Clearance,Morrill,NE,69358,LCX,,unmarked height clearance,low_unk_pushpin
200552,40.671490000000006,-95.848789,Low Clearance,Nebraska City,NE,68410,LCX,,unmarked height clearance,low_unk_pushpin
200553,41.243124,-95.91915,Low Clearance,Omaha,NE,68108,LCX,,unmarked height clearance,low_unk_pushpin
200554,41.221464000000005,-96.100778,Low Clearance,Omaha,NE,68144,LCX,,unmarked height clearance,low_unk_pushpin
200555,41.2260458,-96.1383755,Low Clearance,Omaha,NE,68144,LCX,,unmarked height clearance,low_unk_pushpin
200556,41.221562,-96.004564,Low Clearance,Omaha,NE,68117,LCX,,unmarked height clearance,low_unk_pushpin
200557,41.221540000000005,-96.043172,Low Clearance,Omaha,NE,68117,LCX,,unmarked high height clearance,low_unk_pushpin
200558,41.234066999999996,-96.153465,Low Clearance,Omaha,NE,68144,LCX,,unmarked height clearance,low_unk_pushpin
200559,40.893761,-98.24560699999999,Low Clearance,Phillips,NE,68865,LCX,,unmarked height clearance,low_unk_pushpin
200560,41.014424,-95.898066,Low Clearance,Plattsmouth,NE,68048,LCX,,unmarked height clearance,low_unk_pushpin
200561,40.790442,-96.91081700000001,Low Clearance,Pleasant Dale,NE,68423,LCX,,unmarked low height clearance,low_unk_pushpin
200562,41.14505,-102.96311999999999,Low Clearance,Sidney,NE,69162,LCX,,unmarked height clearance,low_unk_pushpin
200563,42.473898999999996,-96.387488,Low Clearance,South Sioux City,NE,68776,LCX,,ns unknown height clearance,low_unk_pushpin
200564,41.156025,-101.13754,Low Clearance,Sutherland,NE,69165,LCX,,unmarked height clearance,low_unk_pushpin
200565,40.860062,-96.083403,Low Clearance,Weeping Water,NE,68463,LCX,,"unmarked low height clearance, dirt",low_unk_pushpin
200566,41.029903999999995,-96.371061,Low Clearance,Ashland,NE,68003,LCX,,unmarked height clearance,low_unk_pushpin
200567,41.545783,-96.141046,Low Clearance,Blair,NE,68008,LCX,,unmarked height clearance,low_unk_pushpin
200568,40.387331,-96.909384,Low Clearance,De Witt,NE,68341,LCX,,unmarked height clearance,low_unk_pushpin
200569,40.945692,-98.347985,Low Clearance,Grand Island,NE,68801,LCX,,unmarked height clearance,low_unk_pushpin
200570,40.219075,-97.052486,Low Clearance,Jansen,NE,68377,LCX,,ns unknown height clearance,low_unk_pushpin
200571,40.24816,-97.032353,Low Clearance,Jansen,NE,68377,LCX,,ns unknown height clearance,low_unk_pushpin
200572,41.829305,-96.468713,Low Clearance,Oakland,NE,68045,LCX,,ns unknown height clearance,low_unk_pushpin
200573,41.224063,-96.004666,Low Clearance,Omaha,NE,68117,LCX,,unmarked height clearance,low_unk_pushpin
200574,40.336401,-96.954043,Low Clearance,Plymouth,NE,68424,LCX,,unmarked height clearance,low_unk_pushpin
200575,36.827213,-98.630498,Low Clearance,Alva,OK,73717,LCX,,ns unknown height clearance,low_unk_pushpin
200576,35.607806,-98.933533,Low Clearance,Arapaho,OK,73620,LCX,,ns unknown height clearance,low_unk_pushpin
200577,34.005373999999996,-95.990091,Low Clearance,Bennington,OK,74723,LCX,,ns unknown height clearance,low_unk_pushpin
200578,34.000408,-96.066314,Low Clearance,Bennington,OK,74723,LCX,,unmarked low height clearance,low_unk_pushpin
200579,36.558128,-95.36413399999999,Low Clearance,Big Cabin,OK,74332,LCX,,ns unknown height clearance,low_unk_pushpin
200580,35.899739000000004,-96.29812700000001,Low Clearance,Bristow,OK,74010,LCX,,ns unknown height clearance,low_unk_pushpin
200581,34.055187,-96.33828000000001,Low Clearance,Caddo,OK,74729,LCX,,ns unknown height clearance,low_unk_pushpin
200582,33.834655,-96.516068,Low Clearance,Colbert,OK,74733,LCX,,unmarked low height clearance,low_unk_pushpin
200583,35.70239,-96.76939499999999,Low Clearance,Davenport,OK,74026,LCX,,unmarked height clearance,low_unk_pushpin
200584,35.652282,-97.99831800000001,Low Clearance,El Reno,OK,73036,LCX,,ns unknown height clearance,low_unk_pushpin
200585,34.942173,-94.62220699999999,Low Clearance,Howe,OK,74940,LCX,,ns unknown height clearance,low_unk_pushpin
200586,34.685606,-95.929693,Low Clearance,Kiowa,OK,74553,LCX,,ns unknown height clearance,low_unk_pushpin
200587,34.874266,-95.60112099999999,Low Clearance,McAlester,OK,74501,LCX,,unmarked low height clearance,low_unk_pushpin
200588,36.499634,-98.97815899999999,Low Clearance,Mooreland,OK,73852,LCX,,unmarked low height clearance,low_unk_pushpin
200589,36.1606659,-96.3983029,Low Clearance,Pawnee,OK,74058,LCX,,ns unknown height clearance,low_unk_pushpin
200590,36.36544,-95.297748,Low Clearance,Pryor Creek,OK,74361,LCX,,ns unknown height clearance,low_unk_pushpin
200591,35.218896,-99.043872,Low Clearance,Rocky,OK,73661,LCX,,ns unknown height clearance,low_unk_pushpin
200592,36.271578999999996,-99.889964,Low Clearance,Shattuck,OK,73858,LCX,,ns unknown height clearance,low_unk_pushpin
200593,35.244246999999994,-94.610203,Low Clearance,Spiro,OK,74959,LCX,,unmarked height clearance,low_unk_pushpin
200594,33.751628000000004,-97.16028100000001,Low Clearance,Thackerville,OK,73459,LCX,,ns unknown height clearance,low_unk_pushpin
200595,36.437005,-99.4971,Low Clearance,Woodward,OK,73801,LCX,,unmarked low height clearance,low_unk_pushpin
200596,34.172331,-82.376423,Low Clearance,Abbeville,SC,29620,LCX,,unmarked height clearance,low_unk_pushpin
200597,33.434257,-81.913315,Low Clearance,Beech Island,SC,29842,LCX,,ns unknown height clearance,low_unk_pushpin
200598,35.204338,-80.80718,Low Clearance,Charlotte,SC,28205,LCX,,unmarked height clearance,low_unk_pushpin
200599,35.150546000000006,-80.745822,Low Clearance,Charlotte,SC,28212,LCX,,unmarked height clearance,low_unk_pushpin
200600,34.711493,-81.213798,Low Clearance,Chester,SC,29706,LCX,,unmarked low height clearance,low_unk_pushpin
200601,34.691726,-82.83354399999999,Low Clearance,Clemson,SC,29631,LCX,,unmarked height clearance,low_unk_pushpin
200602,34.093681,-80.954396,Low Clearance,Columbia,SC,29223,LCX,,unmarked high height clearance,low_unk_pushpin
200603,34.015972,-81.025305,Low Clearance,Columbia,SC,29201,LCX,,unmarked height clearance,low_unk_pushpin
200604,34.099593,-80.95734,Low Clearance,Columbia,SC,29223,LCX,,unmarked height clearance,low_unk_pushpin
200605,34.027256,-81.04209499999999,Low Clearance,Columbia,SC,29201,LCX,,unmarked height clearance,low_unk_pushpin
200606,33.96163,-80.981026,Low Clearance,Columbia,SC,29205,LCX,,unmarked height clearance,low_unk_pushpin
200607,34.082471999999996,-80.937437,Low Clearance,Columbia,SC,29223,LCX,,unmarked height clearance,low_unk_pushpin
200608,35.095009000000005,-81.597539,Low Clearance,Gaffney,SC,29340,LCX,,unmarked height clearance,low_unk_pushpin
200609,34.853994,-82.41643499999999,Low Clearance,Greenville,SC,29601,LCX,,unmarked height clearance,low_unk_pushpin
200610,34.831917,-82.344498,Low Clearance,Greenville,SC,29607,LCX,,unmarked height clearance,low_unk_pushpin
200611,34.218270000000004,-82.126285,Low Clearance,Greenwood,SC,29649,LCX,,unmarked height clearance,low_unk_pushpin
200612,34.500834999999995,-82.00815300000001,Low Clearance,Laurens,SC,29360,LCX,,unmarked height clearance,low_unk_pushpin
200613,34.906641,-81.79738,Low Clearance,Pacolet,SC,29372,LCX,,unmarked height clearance,low_unk_pushpin
200614,33.406159,-79.993065,Low Clearance,Pineville,SC,29468,LCX,,unmarked low height clearance,low_unk_pushpin
200615,34.886015,-81.076033,Low Clearance,Rock Hill,SC,29730,LCX,,unmarked low height clearance,low_unk_pushpin
200616,34.698299,-82.937537,Low Clearance,Seneca,SC,29678,LCX,,unmarked low height clearance,low_unk_pushpin
200617,34.753359,-82.287547,Low Clearance,Simpsonville,SC,29680,LCX,,unmarked height clearance,low_unk_pushpin
200618,34.755658000000004,-82.285291,Low Clearance,Simpsonville,SC,29681,LCX,,unmarked height clearance,low_unk_pushpin
200619,34.755842,-82.286266,Low Clearance,Simpsonville,SC,29680,LCX,,unmarked height clearance,low_unk_pushpin
200620,34.951128000000004,-81.988069,Low Clearance,Spartanburg,SC,29301,LCX,,"unmarked low height clearance, lots of low trees as well along road",low_unk_pushpin
200621,34.951132,-81.988056,Low Clearance,Spartanburg,SC,29301,LCX,,unmarked height clearance,low_unk_pushpin
200622,35.031014,-81.859099,Low Clearance,Spartanburg,SC,29307,LCX,,unmarked height clearance,low_unk_pushpin
200623,34.946731,-82.045835,Low Clearance,Spartanburg,SC,29301,LCX,,unmarked height clearance,low_unk_pushpin
200624,34.959947,-81.9116,Low Clearance,Spartanburg,SC,29302,LCX,,unmarked low height clearance,low_unk_pushpin
200625,34.959367,-81.926589,Low Clearance,Spartanburg,SC,29302,LCX,,unmarked height clearance,low_unk_pushpin
200626,34.960229,-81.92492,Low Clearance,Spartanburg,SC,29303,LCX,,unmarked high height clearance,low_unk_pushpin
200627,34.941398,-81.937025,Low Clearance,Spartanburg,SC,29306,LCX,,unmarked height clearance,low_unk_pushpin
200628,34.934484999999995,-81.89542,Low Clearance,Spartanburg,SC,29302,LCX,,unmarked height clearance,low_unk_pushpin
200629,34.963891,-81.928102,Low Clearance,Spartanburg,SC,29303,LCX,,unmarked height clearance,low_unk_pushpin
200630,33.431988,-79.912886,Low Clearance,St Stephen,SC,29479,LCX,,ns unknown height clearance,low_unk_pushpin
200631,33.722049,-81.10173499999999,Low Clearance,Swansea,SC,29160,LCX,,unmarked height clearance,low_unk_pushpin
200632,34.923704,-82.290592,Low Clearance,Taylors,SC,29687,LCX,,unmarked height clearance,low_unk_pushpin
